2,"Teaching evolution exclusively is dangerous to science and reason. To exclude a set of ideas a priori is to potentially exclude the truth. Thus, as a matter of principle, science should not be constrained to a single set of ideas.  Creationists argue that both sides should be taught.  Evolutionists, on the other hand, limit the scope of science to a narrow acceptance of just one theory.  Thus, to teach evolution exclusively is to promote limitations on the power of scientific inquiry.  To teach creationism along side evolutionism is to promote open scientific inquiry and critical thought.
"
2," Creationism is scientifically testable. Some creationists have argued that 'creationism' is a theory consistent with the scientific method. The hypothesis it adopts is that God created 'the heaven and earth ...' some thousands of years ago, and that man did not ""evolve"" into his current state. Supporters of Creationism then cite supporting evidence for this theory.
"
1," Allowing creationism in schools would violate the separation of church and state A separation of Church and state necessitates that public schools not be a forum for upholding the validity or truth of certain faiths. This does not necessarily mean that Christian faith and ""creationism"" should not be taught as subjects of interest in public schools. 
"
1,"I cannot argue with your opinions as to what you want to believe. We all seek purpose in life, I fail to see how ID can help us here."
2,Correct the only way that either side could be proven is wether or not we can prove or disprove God
2,evolution has never been proven and will never be proven because it never happened. on that note you also can't prove creationism ever took place because it just happened. there is nothing intelligent about the thought you evolved from hydrogen gas or any other non living thing.
2,"Although I firmly believe in evolution, it is only a theory, and even though theories have evidence and are backed up with facts, they are not 100% true and can probably never really be proven, like the Big Bang Theory. But just because something is a theory does not mean people cannot believe in it; I personally believe in both evolution and the Big Bang."
2,"Why is it more reasonable to conclude common descent rather than common design from the similarity we see among species. I would argue that common design is far more reasonable. Here is why. This is a quote from the article and the full article can be found at the link below.ConclusionThe methodology for inferring common descent has broken down. Proponents of neo-Darwinian evolution are forced into reasoning that similarity implies common ancestry, except for when it doesn’t. And when it doesn’t, they appeal to all sorts of ad hoc rationalizations to save common ancestry. Tellingly, the one assumption and view that they are not willing to jettison is the overall assumption of common ancestry itself. This shows that evolutionists treat common descent in an unfalsifiable, and therefore unscientific and ideological, fashion.Meanwhile, as far as the data is concerned, the New Scientist article admits, “Ever since Darwin the tree has been the unifying principle for understanding the history of life on Earth,” but because “different genes told contradictory evolutionary stories,” the notion of a tree of life is now quickly becoming a vision of the past — as the article stated, it’s being “annihilated.” Perhaps the reason why different genes are telling “different evolutionary stories” is because the genes have wholly different stories to tell, namely stories that indicate that all organisms are not genetically related. For those open-minded enough to consider it, common design is a viable alternative to common descent."
2,"It's all a theory. Scientist don't have a clue when there trying to figure out how life actually got started. Another debunked remember Ida it was supposed to be the missing link and they gave it a huge media plug telling the whole world this is it. Well today they went back on it and said that it's not even close it was some kind of cat. Just like on National Geographic 30 years ago when they showed an ape like skull on the from cover only to find out later that it was a hoax, and it was sold that this is it. It has to make you wonder if there is a agenda behind it."
2,"If man evolved from apes, then why is there still apes? To evolve is to change and the ape didn't. Evolution only an atheist's delusion."
1,"Just like Pluto orbiting the sun completely and gravity! They're theories, but in the scientific way of using the word"
2,"Aha! Exactly! And we now know that pluto is a PLANETOID! Not a planet.Percival Lowell and Clyde Tombaugh were blind fools! - to think they discovered a planet! Now, thankfully from the perspective of 20/20 hindsight we can arrogantly scoff at the error of their ways, for we now know that pluto is a PLANETOID, and that Percival Lowell and Clyde Tombaugh's contributions were actually counterproductive to the advancement of what we today call science...Thanks to the International Astronomical Union's (IAU) decision Pluto is a dwarf planet! Modern reality is defined not by the insane direct observation of physical reality by individuals peering into a tube, but decided upon through CONSENSUS of the GROUP. Certainly the individual mind has no value in todays society, and only the GROUP MIND can come to any real conclusion in the modern sense. And if you disagree and look up at the stars and think you see an object, that is just your personal opinion."
2,"No, evolution has yet to proven. Evolution consists of an organism who progressed into a more complex collection like animals, then into homosapiens,then into what we are today. If this were true, why has the evolution process ceased, why arent there half monkey,half men walking around who have just entered the middle cycle of evolution, why aren't we evolving to some strange terrestrial body? These questions obviously can't be proven. So no, evolution has not yet been proven."
1,"Evolution has not ""ceased"" in any animal. I think you are a little delusional on the subject. Let me clear this up for you:The transition of ""ape"" to homo sapiens is not a process that occurs through one generation.""why aren't we evolving to some strange terrestrial body""For the same reason, the whole transition to a ""new species"" is not a transition that occurs on one generation. And what do you mean by some ""strange terrestrial body""? You mean something different than what we are at this stage? For the same reason, it is not a one-generation process. Why would you not cause us a strange terrestial body today?and ""why aren't there half monkey half men who have just entered the middle cycle of evolution""Evolution has no scripture that is followed. There is no one path that all species must mutate with, which is the reason why chimpanzees still exist to this date.And by half monkey half man I might interpret that as a neanderthal, and those coexisted with homo sapiens for some time. Also if you want to see a half human half monkey today, you're gonna have to have sex with a monkey (although i am unsure if that would work out)."
2,"""I fail to see how ID can help us here.""It allows some people to ""scientifically"" believe in   god  . Which in turn allows people to see purpose in their life if there is indeed someone above them. "
1,"Again, we hit walls of diction, but it's a great debate and I'm on your side (evolutionists). I want to see the blood and guts of what constitutes ""proof"", however, and I find that blind faith goes in multiple directions. In other words: I've seen evangelists of science as blinded as their christian counterparts. Loops/fractals in math, nature, logic, and many other scientific methods give me the idea that 2 opposing viewpoints can be equally true, just as a segment of light can be seen as a particle or a wave, depending on the method. Quirky? yes. Contradictory? yes. Tell me what 0/infinity could mean, and my answer is: Both. Thinkaboutit."
2,I have not seen any animal turning into another recently to be honest...And I'd rather prefer not to think of myself as coming from an ape. Not too regal you see.
2,"Heck -- his girlfriend HAS more hair than she has now, even as we speak.Have you ever seen an unshaved man or unshaved woman nude in their early fourties?THAT ALONE is evidence that we're all apes."
1,To each their own as a personal belief I have nothing against those that subscribe to creationism but feel strongly that it does not belong in schools. There is no theory of creation it is not even a hypothesis it is a belief or faith. Given the current state of education I dont think america can afford to put faith in schools.
2,"Life consist of nothing but creations. Scientist create medicines such as, anti-biotics, and anti-dotes to fight bacteria and poisons to treat the problem and make you well. Other types of scientists that we wonder why are they getting paid such as (not all agree with me) marine biologist. I believe they study the ocean and sea and all that reside in them. What I'm trying to say is, If man have the ability to create something besides the sun, moon and stars. Who in their right mind would think that it doesnt take time and effort and a little thought into creating these beautiful things you wake up to each day?"
1,To me this is a simple one Evolution all the way. It is science plain and simple when and if creationists can show evidence for creation beside the bible then and only then should it even be considered. The fact of the matter is all they have are criticisms of evolution which does not amount to evidence of creation.
2,"You say the bible is the only proof of creationism. Um, biblical archaeology?? Archaeology is science too. Isn't evolution's bible Darwin's ""On the Origin of Species...""? It has been proved by other branches of science. And also, you think all things just appeared and began to evolve? Was life created out of thin air? And, if so, how was the air created? I beleive evolution could be, but as a stage after creation, that would progress life. Both could be one in the same. Just, I beleive, for evolution to exsist, that creation must have preceeded it. ""The origin of life is a necessary precursor for biological evolution, but understanding that evolution occurred once organisms appeared..."" How did they appear? What? ""... and investigating how this happens does not depend on understanding exactly how life began. The current scientific consensus is that the complex biochemistry that makes up life came from simpler chemical reactions, but it is unclear how this occurred...""Unclear? Hmmm?""Not much is certain about the earliest developments in life, the structure of the first living things, or the identity and nature of any last universal common ancestor or ancestral gene pool. Consequently, there is no scientific consensus on how life began, but proposals include self-replicating molecules such as RNA, and the assembly of simple cells.""How did RNA first become? I do not believe this debate is fair, because evolution has so many gaps in its reasoning. How can it be compared to creationism? They are two different things. I would say I agree with both, but the blatantly ignoring theology in scientific theory makes a rift between the two. So, creationism."
1,"actully, uncomplext compunds bonded to geather to create chemicals and very very uncomplect cell fragments that then banded to geather with otherthings for survival and formed the first very simple cells that then became more complext. (also, we have proof of human civilization that started with writings and buildings and history and bones before the bible says it all just happened)"
1,God was created by people who needed faith in something.did you know without Christianity we would be at least five-times advanced (forgive my grammar) Creation has been proven by very credited scientists and the only thing supporting god?... a book.
