2,"Arming pilots is the only certain way to defend a cockpit. ""Armed pilots equal safer airplanes"". USA Today. February 14th, 2007 - ""Currently there is no surefire method of defending the cockpit from a team of terrorists on a plane over the North Atlantic, three hours from any airport. That is why it is imperative that the U.S. government expand agreements with foreign governments to allow armed pilots.""
"
2," Guns would be kept in safe boxes, preventing pilot abuse Dave Kopel &amp; David Petteys. ""Air Neglect"". National Review Online. July 2, 2003 - ""Although pilots would technically be designated as federal law enforcement officers, they would not be authorized carry their guns in ordinary holsters as every other law enforcement officer does, but only in special locked boxes to be kept in the cockpit during flight. Accordingly, the pilots would not be faced with the myriad of situations in which a federal law enforcement officer with emotional problems might an inappropriate decision about defensive gun use-such as when an undercover officer is challenged to a fight in a seedy bar. Thus, the psychological screening used on FBI agents is unnecessary for airline pilots, and is silly in light of the fact that every pilot already controls a weapon thousands of times more powerful than a handgun.""
"
2," An assault weapons ban violates the presumption of innocence 
"
2," A handgun ban serves to weaken US military preparedness Handguns are an important part of combat. Training in the use of handguns, therefore, is important to the combat readiness of individuals. It is also true that individual handgun owners, whom take handguns to gun ranges and become familiar with them, acquire training and experience in the use of their weapon. The civilian possession of handguns, therefore, increases training that could be useful to the military in the event of a draft. In so far as this is true, any reduction in the ability of citizens to own, use, and train with handguns will reduce the battle readiness of the military.
"
2, Though I agree with your basic premise any yahoo can not posses a gun legally there are laws.  In reply to Mr. Flagg the majority of gun deaths are caused by guns obtained illegally.
2," I defiantly think that all persons should be able to carry fire arms (one word or two ? ) I think there should be exceptions for those that have used fire arms in the commission of a violent crime.   />   /> Overall, I think that a community should let the public know that they are armed and have some sort of self policing system to deal with crime in that particular area. IE. Ted robs Glen of $500 at gunpoint, Glen calls a number that alerts local area residents, those local residents, who are ""on call"" respond and track down Ted. Ted is himself held at gunpoint until LEO can arrive.   />   /> In a short time the word would get out and there would be little incentive for criminal behavior in such areas.    />   /> This would also enforce another idea; the government should be afraid of the people. If the people are afraid of the government, then that is tyranny.   />   /> Keep free speech, keep the second amendment, and keep the ideas of freedom and liberty alive.  />   /> Http://www.merriam-webster.com/dictionary/tyranny  /> http://www.merriam-webster.com/dictionary/liberty"
2," Guns ensure that your neighbors will not rape mug or kill you.  / Cops are few and far between and do not prevent crimes, it is the armed force of average citizens which do that."
2, I would have to insist that it be like a driver’s license where you are required to demonstrate a certain level of proficiency and knowledge of safety protocol. And if you are proven to be unequal to the responsibility you loose you license.
2," I am licensed to carry and conceal.... My father teaches the course for the NRA. I don't think EVERYONE  should have it but if those who are law abiding citizens had them.. I bet  all the money I have that violent crimes (especially towards women) would go down. The requirements to qualify should be extremely strict. I have been through a lot in the past 15 years and I know none of it would have happened had I been packing heat back then! If we outlaw guns, only outlaws will have guns."
2," I grew up in a society much like the old west in the US. Everyone carried guns. I had a sidearm and rifle on the saddle.  />   /> There was very little crime and nobody walked around like a badazz. There certainly weren't any thug stares happening.  />   /> Anyway, it's very debatable. The days of walking into public places and killing unarmed people would be over. Crimes in public would go waaaaay down."
