1," A fetus cannot have a right to a woman's body to sustain its life No individual has rights over another individual. Therefore, a fetus cannot be said to have an inviolable right to a woman's body and sustenance from that body. A woman can, therefore, decide to deprive the fetus of the usage of her body (abortion). 
"
1," A fetus is no more a human than an acorn is a tree Judith Jarvis Thomson. ""A Defense of Abortion"". Philosophy &amp; Public Affairs, Vol. 1, no. 1 (Fall 1971). - ""Most opposition to abortion relies on the premise that the fetus is a human being, a person, from the moment of conception. The premise is argued for, but, as I think, not well. Take, for example, the most common argument. We are asked to notice that the development of a human being from conception through birth into childhood is continuous; then it is said that to draw a line, to choose a point in this development and say ""before this point the thing is not a person, after this point it is a person"" is to make an arbitrary choice, a choice for which in the nature of things no good reason can be given. It is concluded that the fetus is or anyway that we had better say it is, a person from the moment of conception. But this conclusion does not follow. Similar things might be said about the development of an acorn into an oak trees, and it does not follow that acorns are oak trees, or that we had better say they are...A newly fertilized ovum, a newly implanted clump of cells, is no more a person than an acorn is an oak tree."" 
"
2,"Women can only be ""pregnant"" with a ""child"" not merely a ""fetus"" This is similar to the above argument. The point is that pregnancy can only be called pregnancy and that you can only be pregnant with a ""child"". Nobody would ever say, ""I'm pregnant with a fetus"". Therefore, fetuses should be considered ""unborn children"" with correlating rights.
"
1,"Viability is a good cut-off for when abortion is appropriate or not. Anthony Kennedy, U.S. Supreme Court, speaking for the Court in Planned Parenthood v. Casey, 505 U.S. 833 (1992) (joint opinion coauthored with Justices Souter and O’Connor) - ""At the heart of liberty is the right to define one's own concept of existence, of meaning, of the universe, and of the mystery of human life....[P]eople have organized intimate relationships and made choices that define their views of themselves and their places in society, in reliance on the availability of abortion in the event that contraception should fail…. We conclude the line should be drawn at viability, so that, before that time, the woman has a right to choose to terminate her pregnancy....[T]here is no line other than viability which is more workable. To be sure, as we have said, there may be some medical developments that affect the precise point of viability, but this is an imprecision within tolerable limits....A husband has no enforceable right to require a wife to advise him before she exercises her personal choices.""[29]
"
2,Science says it's not a baby.I beg to differ.Science said it is a baby.The baby has its own DNA and at nine weeks he has a heartbeat.A baby at twelve weeks is very complex.Every organ is present.This link lists the development of a baby in the womb.PLEASE READ THIS!!!!!!!
1,Why counter a wrong with a equally wrong action?The evil of abortion is equal to the evil of rape.Only 1% of all abortions are performed because of rape or incest. (Guttmacher Institute)
2,"I find the fact that there are instances where women think that it is right to abort the birth of a child is incredibly outrageous! To think that people would rather cut of life in its entirety than to take wiser options, such as setting their child up for an adoption, or even personally entrusting the baby to someone close to them. If I could 'personally' define the word 'abortion,' then it would be as follows:'ABORTION: The term refers to the irrational decision to KILL the child before it has been birthed from the womb'I am not going to sugar-coat abortions, because it's true, they are nothing short of murder! 'The children are killed before they can even process the thought' is one term that I have seen a few times in this debate (of course they have been worded differently, but again, I am not here to sugar-coat this sort of thing), and I can say that the mother/father has STOLEN the right and privilege of thought from these children by killing them. They have also denied them of love, care, protection and most of all, they have denied them of a life.As I have stated previously, I cannot even begin to understand why so many pregnant women do not consider putting the child up for an adoption rather than simply cutting the child off completely! Surely the majority of you all would agree with me that a child has its rights even if it cannot understand them! But the second that an abortion begins, you have stripped that child of it's rights, and there is no way that you can ever make amends. And no, I am not trying to send anyone on a guilt-trip, but I would be glad to know that some of you have come to realize what exactly an abortion does, and not just to think of the process as ""stabbing someone in the vagina."""
2,"Most abortions occur at 10 weeks, can somebody please look at these pictures and please tell me what that is if it's not human. And if you dare go watch the video silent scream and please tell me what is going on there, because they sure aren't removing a clump of cells. If your are for abortion please tell me what that is they are sucking out into the trash.I don't think most people know what an abortion is, nor have they seen one. If you are for abortion at least inform yourself and watch the video silent screamand make an educated call about abortion"
1,"You're so closed minded it's ridiculous.In fact, quite a few people have experienced abortion first hand, and it's never an easy decision, but sometimes it is the right one.It doesn't matter what the thing looks like. Science tells us that thing is not yet a sentient being, therefore it is not killing a sentient being. Cute pictures does not = sound scientific reasoning.You don't like abortion. Fine, don't have one, but that you choose not to believe the fact that at ten weeks that little thing has 0 sense of self, does not constitute any type of proof that abortion should be banned for those who choose to undergo it before that thing is sentient.No one is for abortion once the child is self-aware. A self-aware human should not be aborted.That is not a self-aware human, no matter how cute. And that said, the vast vast majority of abortions take place before the first couple weeks.And that said, most science says there is not even a hint of possible self-awareness until around 26 weeks!"
2,"I guess you were not man enough to match the video Silent Scream because that video clearly show a fetus doing what you say it can't; showing signs of awareness.I also I didn't say""  few people have experienced abortion first hand"". What I said is that few really know what it is.About being ""closed minded ""it doesn't matter what the thing looks like.""If it looks human and genetically it's human; it probably is human.The question still remains unanswered: What kind of being is it? Your attempt to redefine the question hasn't changed the question, nor does it answer it. And a question not properly answered doesn't go away. That's why abortion is still a hot topic 35yrs after Roe vs Wade. There are a lot of people for whom something seems dreadfully wrong and for those of you who support abortion to dismiss us with some fancy mental gymnastics is simply inadequate. So please, answer the question.You also lose credibility with statements like these""the vast vast majority of abortions take place before the first couple weeks."" How do you abort something you don't know you have? In most cases it's a missed period that tips the woman off and that takes time. Facts are annoying things when they contradict you and you can't make them go away by changing them. Do your research first before you make assertions like this, Because for those of us who have. you lose credibility. But I think you make my point that most people don't know much about abortion. But tell me iamdavidh, were you ever an unborn baby? Because if you were. you have to acknowledge that an abortion would have killed you, not something else but you. And that means abortion kills people in the early stages of their life not something else that later becomes them, but them."
1,"Listen, you want to believe it's a living thing based on that video, fine, I'll trust science. If science says it's a sentient being, I'll be against it.In the meantime, don't make these poor girls feel worse they they already do about the whole thing.So you're against it, but obviously a lot of people think that ""silent scream"" is rubbish.You know what, beatles make a noise when you squish them. They're not sentient though, and they actually have more brains than a fetus before the first couple weeks.Meanwhile, these poor girls, half the time they were raped, or their still just kids them self,and you get these nuts calling them nazis and killers and everything else,you know what, they're not killers. I don't know what a fetus is, you don't, but science does, and science says they aren't people yet.It says they're people after the third-trimester,before then, leave these girls alone until you have some scientific proof beyond,""I really really really really feel it's a living person.""And to the last ridiculous paragraph. Had I been aborted I would have never existed, and so no, I would not have been killed. So there. I was a sperm once too, should guys stop ejaculating?"
2,"Science has been wrong in the past. If science were always blindly trusted, we would never progress. It is challenging science that makes us find new and better answers."
2,You are wrong about science saying it is not a human being.SCIENCE SAYS IT IS A HUMAN BEING.SCIENCE SAYS THAT THIS BABY IS VERY DEVELOPED AT TWELVE WEEKS.I thought you might want to know this.
2,You should spend more time thinking about what you say before you type because you are starting to appear irrational.
2,"A line on ""viability"" is arbitrary; from conception humans are always increasingly ""viable"" It is faulty to claim that a fetus can achieve ""viability"", where it becomes an independent creature and worthy of some rights. Humans are always increasing in their independence and ability to survive. In modernity, children cannot survive on their own into their teens.  
"
