1," Public health insurance offers citizens more choices Jacob Hacker. ""The case for public plan"". The Institute for America's Future: ""public plan choice gives Americans the opportunity to choose for themselves how they value the strengths and weaknesses of a public, Medicare-like plan and competing private health plans.""
"
1," Public insurance offers an option to uninsured and struggling Richard Kirsch, National Campaign Manager for Health Care for America Now! ""Three Reasons for the Choice of a Public Health Insurance Plan"". May 15, 2009: ""Sure, some people are satisfied with their current health insurance. But the millions of Americans who are tired of increasing costs and decreasing benefits should have the chance to opt into a program that will offer affordable, quality care, says Health Care for America Now's Richard Kirsch.""
"
1," Public insurance stimulates competition in a non-competitive industry John Holahan and Linda Blumberg. ""Is the Public Plan Option a Necessary Part of Health Reform?"" Urban Institute: ""The arguments around the public plan too often ignore what we believe is the central reason for including a public plan as a component of reform: that health insurance markets today, by and large, are simply not competitive. And as such, these markets are not providing the benefits one would expect from competition, including efficient operations and consequent control over health care costs.""
"
1,"Divisions on public vs. private healthcare favors hybrid. Jacob Hacker. ""The case for public plan"". The Institute for America's Future: ""Perhaps that is why Americans have long been strongly supportive of public-private hybrids in health care, believing that neither the government nor private insurance should be the sole source of coverage in a reformed system. In polls, a Medicare-like program covering all Americans beats the current system hands down. Yet Americans are even more receptive toward a mandate on employers to provide coverage.78 Historically, Americans have been deeply divided about their preferred approach to expanding health insurance. Although repeated surveys find a majority endorsing “national health insurance” for most of the second half of the twentieth century, when asked explicitly, Americans split evenly between those who favor administration of insurance benefits by government and those who prefer subsidies for private insurers.79 Thus, Americans seem to desire a combination of both private employment-based coverage and expanded public programs.""
"
2,"Following majority support for public option is tyranny of majority. Appeal to the majority is nothing more than tyranny of the majority and means absolutely nothing to whether a public insurance option is worth it or will even help. Just in case you don't believe this, ask yourself this... if 51% of the public thought slavery was good, would you use that as an argument for a change in equal rights' laws?
"
1," The government funds fire-stations, why not universal health care? The government taxes citizens to fund and provide numerous services universally, including policemen and firemen. These services are comparable to physician services in many ways, particularly in the sense that they help protect the life, safety, or health of citizens. Why shouldn't health care also be provided universally through the same means - taxes?
"
1,"Health is often out of an individual's control; like fires. You will see that the other side of this argument makes a distinction between things that an individual can control and those he/she cannot.  Their argument is that fire and police protection are things beyond the control of individuals.  But that healthcare is not.  This argument is seriously flawed.  Even a young child can see why. Many healthcare issues are very much out of the control of individuals.  What if you're in a bus accident?  Many accidents are out of the control of individuals. I agree that many accidents are a result of an individual being stupid or not being careful....but aren't many fires caused by this as well? There is no real distinction here.  Either you should be opposed to fire/police protection and universal healthcare, or should support both.  Picking one is a logical inconsistency
"
2,"Health problems are more about individual choices than fires and crime. While many people compare health care to police stations and fire stations, they are not the same services. Health care is largely about providing a service to the individual that compensates, often, for poor individual choices. Fire stations and police departments, on the other hand, provide services to a community and focus on protecting individuals against things they have no control over (crime and fires). The differences are very significant in regard to what the state is obligated to provide. The state is obligated to protect citizens from one-another. But, the state is not obligated to protect citizens from themselves. Universal health care is wrongheaded to the extent that it involves protecting individuals from themselves. 
"
2,"Whether universal health care is analogous to other services is inconsequential. Whether universal health care is analogous or a legitimate burden on tax payers does not answer whether a universal system provides the results proponents argue.
"
1," Health care is a basic human right or entitlement Health is fundamental to the preservation of all other individual rights. If one is sick in a hospital bed, they cannot be said to have equal opportunity or the ability to exercise free speech and religion. And, of course, one cannot pursue happiness if they are in a hospital bed. This is why health must be considered a basic human right.
"
1,"Universal health care protects healthy citizens from many health risks. If citizens have a right to be healthy, they are due some protections from the sickly. By providing for the sickly, government is helping protect the rights of the healthy.
"
1,"Health care is considered a right in international law. The UN Universal Declaration of Human Rights enumerates medical care as a universal right.
"
1," Universal health care is a social good, not merely an economic good Universal health care generally decreases human misery and increases human welfare. It is, therefore, a social good, not merely an economic good. In general, the ability to afford something does not play a role in whether it is just or not. If there is a conflict between life and money life should prevail because it is a right while money is a want not a need. 
"
1," Contradictory to argue public option bad, insurers can't compete Critics of a public insurance option often argue simultaneously that a government-run insurance option is far worse, and less efficient than private insurance. Yet, they then argue that a private insurance company cannot compete with a government program. This is contradictory. If private insurers believe their product is superior, they should not be worried about a public option.
"
1,"Universal health care is a legitimate ""burden"" on the tax payer. People pay for public utilities such as road and people pay for education as well. But do people who don't drive recklessly ask for money back when roads are damaged? Do people who send their children to private school ask for all their money back? We place this burden on the state because of equality of opportunity. No man should be denied the right to live his life.
"
1,"Universal healthcare helps foster greater equality across classes. In the United States, the poor commonly cannot afford health care. Universal health care helps them get the care that they need. Without health care, the poor are more vulnerable and have a harder time achieving their goals. This violates their right to equal opportunity. 
"
2," Universal health care violates individual freedom and responsibility It is important that individuals be treated as free moral agents, accountable to their own actions, and not held accountable to the actions of others. Universal health care holds some individuals accountable for the actions of others.    
"
2," Free, universal health care is an illegitimate ""positive"" right. The main premises here is that ""rights"" should only protect individuals from harm from others and allow them certain freedoms, but a right to universal health care entails individuals burdening other members of society (possibly violating the liberties of innocents) for things that are perceived as needed or desirable. The extreme of this argument is the circumstance in which a careless smoker is given the ""right"" to burden others for their expensive health care costs. 
"
2,"The necessity of medical care does not make it a right. Food, for example, is not considered a right, and companies are allowed to sell it, as well as to withhold it from those that need it but can't afford it. This is the right of grocery stores to do, and receives no complaint from society in general.
"
2," People leading healthy lives will be burdened by the unhealthy It is not fair for those that lead healthy lives to have to pay for those that lead unhealthy ones. Those that make decisions to smoke cigarettes and eat excessively should pay the consequences. 
"
2," People should pay only for health services they themselves receive Why should one person pay for the health services of another person? With the possible exception of life-threatening circumstances; isn't it better that individuals pay for the services they receive. 
"
2," Securing a ""right"" to universal health means impeding on other rights Providing universal health care means increasing costs to certain taxpayers. This in itself impedes on certain freedoms and rights. Securing one right by impeding on other is illegitimate.
"
2," Universal health care systems suffer from inequality of care Some studies have found that universal health care systems are vulnerable to socio-economic inequalities in the care provided. 
"
2," Government-funded universal health care would violate patient privacy - Sue Blevins. ""Universal Health Care Won't Work -- Witness Medicare"". Cato Institute. 2001. - ""Currently, many Americans choose to pay privately for health services to maintain their medical privacy. However, a single-payer health plan would eliminate that option and all citizens would be forced to give up their ability to maintain a confidential doctor-patient relationship. Just look at what has happened with Medicare.
"
1," Progress with public plan is more important than ""competition"" Insuring that over 40 million Americans have health insurance is much more important than the ideological notion of ""fair competition"". This is not to concede that a public plan is unfair, but rather to say that the whole debate over a ""level playing field"" misses the point that this is primarily an issue about insuring millions of uninsured individuals, by whatever means possible. These individuals need health insurance more than the health care industry needs a level playing field to continue its high profits.
"
2,"Whether health care is a right under i-law is inconsequential.  The mere act that a UN body on Human Rights has added that to their charter is not definitive of anything. Using it as an argument fails as it's only an appeal to authority.
"
2,"Whether universal health care is a legitimate ""burden"" on the tax payer should be considered inconsequential. Since health care is currently 1/7th of the US Economy, simply asking whether the tax payer can be burdened to help provide others with health care does nothing to ask whether allowing more government control will end with the results proponents predict.
"
2,"Whether universal health care is a social good is inconsequential. Again, this question's answer has no bearing on whether a universal system can provide the level of service proponents claim.
"
2,"It is impossible to answer whether universal health care fosters greater equality. Since the word equality necessitates a value judgment as to what is ""equal"" when it comes to health care and class status, a universal definition is not possible.  For instance - would it be equal if no one had access to MRI's? If only 80% of those requiring an MRI could get it - what would determine how to define those individuals ""equally""?
"
2,"Government-funded universal health care is not a ""right"" Anthony Randazzo. ""Questioning the ""Right"" to Health Care"". Reason Foundation. 2009. - ""People sometimes argue in favor of a universal human right to health care by saying that health care is different from all other human goods or products. It is supposedly an important precondition of life itself. This is wrong: There are several other, much more important preconditions of human existence, such as food, shelter and clothing....""
"
1," When the wealthy must use public health care, the system improves If the wealthy are not allowed to buy better health insurance, and are forced to use public single-payer health care, they come to realize that the only way to ensure good care is to pressure for good universal health care. As a result of the wealthy pressuring for improvements, all individuals of all classes will enjoy better health care. 
"
1,"Many single-payer systems give patients free choice of practitioners. In some countries with socialized medicine, such as the UK, patients are offered a choice of general practitioner, all of whom are self-employed or work in private partnerships employing all practice nurses, doctors and clerical staff. In addition, some hospital services are sub-contracted to the private sector, so that patients can choose from a range of providers International comparisons of quality of care and health outcomes generally rank the UK above the U.S.
"
